Date,Temperature
2019-11-08 09:32.38,0
2019-11-08 09:32.54,0
2019-11-08 09:33.59,0
2019-11-08 09:34.01,0
2019-11-08 09:35.31,0
2019-11-08 09:36.54,0
2019-11-08 09:37.48,0
2019-11-08 09:38.55,0
2019-11-08 09:42.00,0
2019-11-08 09:46.43,0
2019-11-08 09:46.45,0
2019-11-08 09:46.47,0
2019-11-08 09:46.49,0
2019-11-08 09:48.05,0
2019-11-08 09:48.15,0
2019-11-08 09:55.37,0
2019-11-08 09:56.30,0
2019-11-08 09:56.32,0
2019-11-08 09:56.34,0
2019-11-08 09:57.27,0
2019-11-08 10:03.37,0
2019-11-08 10:03.39,0
2019-11-08 10:05.11,0
2019-11-08 10:09.12,0
2019-11-08 10:13.29,0
2019-11-08 10:18.17,0
2019-11-08 10:35.05,0
2019-11-08 10:35.41,0
2019-11-08 10:35.56,0
2019-11-08 10:36.20,0
2019-11-08 10:37.27,0
2019-11-08 10:37.40,0
2019-11-08 10:39.20,0
2019-11-08 10:59.08,0
2019-11-08 11:10.04,0
2019-11-08 11:10.06,0
2019-11-08 11:10.08,0
2019-11-08 11:10.10,0
2019-11-08 11:10.12,9
2019-11-08 11:10.14,11
2019-11-08 11:10.16,14
2019-11-08 11:10.25,0
2019-11-08 11:11.49,0
2019-11-08 11:11.57,0
2019-11-08 11:12.53,0
2019-11-08 11:12.55,0
2019-11-08 11:12.57,0
2019-11-08 11:12.59,0
2019-11-08 11:13.01,58
2019-11-08 11:13.03,0
2019-11-08 11:13.05,2
2019-11-08 11:13.07,5
2019-11-08 11:13.15,0
2019-11-08 11:13.17,15
2019-11-08 11:13.19,18
2019-11-08 11:13.21,18
2019-11-08 11:13.23,20
2019-11-08 11:13.25,23
2019-11-08 11:13.27,25
2019-11-08 11:13.29,27
2019-11-08 11:13.31,30
2019-11-08 11:13.33,32
2019-11-08 11:13.35,32
2019-11-08 11:13.37,35
2019-11-08 11:13.40,37
2019-11-08 11:13.42,39
2019-11-08 11:13.44,42
2019-11-08 11:13.46,44
2019-11-08 11:13.48,44
2019-11-08 11:13.50,47
2019-11-08 11:13.52,49
2019-11-08 11:13.54,51
2019-11-08 11:13.56,54
2019-11-08 11:13.58,56
2019-11-08 11:14.00,56
2019-11-08 11:15.49,0
2019-11-08 11:15.51,0
2019-11-08 11:15.53,0
2019-11-08 11:15.55,53
2019-11-08 11:15.57,56
2019-11-08 11:15.59,56
2019-11-08 11:16.01,58
2019-11-08 11:16.03,1
2019-11-08 11:16.05,3
2019-11-08 11:16.07,5
2019-11-08 11:16.09,8
2019-11-08 11:16.11,8
2019-11-08 11:16.13,10
2019-11-08 11:16.15,13
2019-11-08 11:16.17,15
2019-11-08 11:16.19,17
2019-11-08 11:16.22,20
2019-11-08 11:16.24,22
2019-11-08 11:16.26,22
2019-11-08 11:16.28,25
2019-11-08 11:16.30,27
2019-11-08 11:16.32,29
2019-11-08 11:16.34,32
2019-11-08 11:16.36,34
2019-11-08 11:16.38,34
2019-11-08 11:16.40,37
2019-11-08 11:16.42,39
2019-11-08 11:16.44,41
2019-11-08 11:16.46,44
2019-11-08 11:16.48,46
2019-11-08 11:16.50,46
2019-11-08 11:16.52,49
2019-11-08 11:16.54,51
2019-11-08 11:16.56,53
2019-11-08 11:16.58,56
2019-11-08 11:17.00,58
2019-11-08 11:17.02,58
2019-11-08 11:17.04,1
2019-11-08 11:17.06,3
2019-11-08 11:17.08,5
2019-11-08 11:17.10,8
2019-11-08 11:17.12,10
2019-11-08 11:18.39,0
2019-11-08 11:18.41,0
2019-11-08 11:19.33,0
2019-11-08 11:19.35,0
2019-11-08 11:19.37,0
2019-11-08 11:19.39,0
2019-11-08 11:19.41,38
2019-11-08 11:19.43,41
2019-11-08 11:19.45,43
2019-11-08 11:19.47,45
2019-11-08 11:19.49,48
2019-11-08 11:19.51,48
2019-11-08 11:19.53,50
2019-11-08 11:19.55,53
2019-11-08 11:19.57,55
2019-11-08 11:19.59,57
2019-11-08 11:20.01,0
2019-11-08 11:20.03,2
2019-11-08 11:20.05,2
2019-11-08 11:20.07,5
2019-11-08 11:20.09,7
2019-11-08 11:20.11,9
2019-11-08 11:20.14,12
2019-11-08 11:20.16,14
2019-11-08 11:20.18,14
2019-11-08 11:20.20,17
2019-11-08 11:20.22,19
2019-11-08 11:20.24,21
2019-11-08 11:20.26,24
2019-11-08 11:20.28,26
2019-11-08 11:20.30,26
2019-11-08 11:20.32,29
2019-11-08 11:20.34,31
2019-11-08 11:20.36,33
2019-11-08 11:20.38,36
2019-11-08 11:20.40,38
2019-11-08 11:20.42,38
2019-11-08 11:20.44,41
2019-11-08 11:20.46,43
2019-11-08 11:20.48,45
2019-11-08 11:20.50,48
2019-11-08 11:20.52,50
2019-11-08 11:20.54,50
2019-11-08 11:20.56,53
2019-11-08 11:20.58,55
2019-11-08 11:21.00,57
2019-11-08 11:21.02,0
2019-11-08 11:21.04,2
2019-11-08 11:21.06,2
2019-11-08 11:21.08,5
2019-11-08 11:33.29,0
2019-11-08 11:33.31,0
2019-11-08 11:33.33,0
2019-11-08 11:33.35,0
2019-11-08 11:33.37,0
2019-11-08 11:35.09,0
2019-11-08 11:38.16,0
2019-11-08 11:38.42,0
2019-11-08 11:40.00,0
2019-11-08 11:40.19,0
2019-11-08 11:43.01,0
2019-11-08 13:47.05,0
2019-11-08 13:49.09,0
